单价,建筑面积,总楼层数,室数,厅数,卫数,区_encoded,板块_encoded,楼层位置_encoded,房屋朝向_encoded,装修情况_encoded,建筑类型_encoded,建筑结构_encoded,交易权属_encoded,房屋用途_encoded,配备电梯_encoded,产权所属_encoded,总价
11742.0,117.53,26,3,1,2,9,10,2,17,3,5,5,0,4,2,1,1380000.0
30251.0,131.9,18,4,1,2,8,8,1,20,3,5,5,0,4,2,0,3990000.0
18581.0,143.16,6,4,2,1,1,34,0,17,3,4,5,0,4,0,1,2660000.0
16055.0,79.73,5,2,2,1,6,84,1,17,0,5,5,2,4,0,1,1280000.0
18907.0,87.27,8,2,2,1,6,70,0,17,3,5,2,0,4,0,1,1650000.0
11536.0,47.68,36,1,1,1,6,27,0,17,3,4,5,0,2,2,1,550000.0
17273.0,115.21,18,3,2,2,9,75,1,17,1,1,5,2,4,1,0,1990000.0
6808.0,88.14,33,2,2,1,4,51,1,17,1,5,5,0,4,2,1,600000.0
19441.0,75.1,18,2,2,1,9,75,1,17,3,0,5,0,4,2,0,1460000.0
24490.0,63.7,11,2,1,1,9,35,0,17,3,5,2,0,4,0,1,1560000.0
17976.0,81.78,14,2,1,1,6,70,0,17,2,5,5,2,4,2,1,1470000.0
9269.0,88.47,17,3,2,1,0,13,0,17,1,5,5,0,4,1,1,820000.0
20535.0,85.71,23,3,2,1,6,90,2,17,3,5,5,0,4,2,0,1760000.0
33777.0,48.85,7,2,1,1,8,69,0,20,2,4,4,0,4,0,0,1650000.0
34472.0,121.26,33,3,2,2,6,56,2,17,3,5,5,0,4,1,0,4180000.0
17550.0,102.0,6,3,2,1,1,45,1,17,2,5,4,0,4,0,0,1790000.0
33283.0,39.06,7,2,1,1,8,68,2,15,3,4,5,0,4,2,1,1300000.0
7423.0,97.0,33,2,2,1,4,51,0,17,2,5,5,0,4,2,1,720000.0
21443.0,55.03,8,2,1,1,6,56,0,17,3,5,5,0,4,0,1,1180000.0
12138.0,70.03,6,3,2,1,8,31,2,17,3,2,0,0,4,1,0,850000.0
19506.0,89.72,6,3,2,1,8,86,1,17,1,2,0,1,4,1,1,1750000.0
22226.0,65.24,14,2,1,1,6,70,0,17,3,1,5,2,4,2,0,1450000.0
17689.0,148.12,6,4,2,2,1,34,2,17,1,4,5,0,4,0,0,2620000.0
12350.0,95.55,18,3,2,1,1,39,1,20,3,4,5,0,4,2,0,1180000.0
20151.0,113.15,8,4,2,2,5,60,2,17,1,5,5,0,4,1,1,2280000.0
21249.0,76.24,18,2,2,1,6,56,2,17,1,2,5,2,4,2,0,1620000.0
16400.0,51.22,38,1,1,1,8,5,0,25,3,0,5,0,2,2,1,840000.0
10900.0,88.08,26,3,2,1,2,28,0,17,1,4,1,0,4,2,1,960000.0
25006.0,46.79,8,2,1,1,6,76,0,17,3,5,4,0,4,0,0,1170000.0
17018.0,89.79,18,2,1,1,3,41,0,17,3,4,5,0,4,2,1,1528000.0
11437.0,183.63,6,4,1,2,9,87,2,17,3,4,5,0,4,0,1,2100000.0
36153.0,118.94,18,3,1,2,5,57,2,17,0,5,5,0,4,2,1,4300000.0
24189.0,169.5,6,3,2,2,8,71,0,17,3,0,2,0,4,0,1,4100000.0
9128.0,169.82,6,4,2,3,0,13,0,17,0,2,0,0,4,1,1,1550000.0
20840.0,107.97,7,3,2,1,8,44,1,17,3,5,5,0,4,0,1,2250000.0
33940.0,169.42,29,4,2,3,6,56,1,20,3,5,5,0,4,1,0,5750000.0
21189.0,67.49,10,2,1,1,8,44,1,20,3,4,5,0,4,2,1,1430000.0
33984.0,146.54,6,3,2,2,8,8,0,17,0,1,5,0,4,0,1,4980000.0
28103.0,113.87,7,4,2,2,8,82,0,17,3,5,5,0,4,0,0,3200000.0
32607.0,118.38,25,3,2,2,5,64,2,17,1,5,5,0,4,2,1,3860000.0
20362.0,88.4,11,2,1,1,6,19,1,20,3,5,5,0,4,2,0,1800000.0
26210.0,77.07,18,2,2,1,8,17,1,17,2,4,5,0,4,2,0,2020000.0
31820.0,127.28,18,4,2,2,5,57,1,17,1,5,5,0,4,1,1,4050000.0
32988.0,111.86,31,3,2,2,8,8,0,17,2,5,5,0,4,2,1,3690000.0
24599.0,39.84,6,1,1,1,6,18,0,17,2,5,4,1,4,0,1,980000.0
26779.0,88.13,14,3,2,1,6,70,0,17,3,5,5,0,4,2,1,2360000.0
22433.0,60.18,4,2,1,1,9,40,0,17,2,5,0,0,4,0,1,1350000.0
21351.0,63.23,4,2,1,1,6,84,0,17,3,5,5,2,4,0,1,1350000.0
18271.0,77.72,7,2,2,1,8,1,0,17,3,5,5,0,4,0,0,1420000.0
8162.0,95.57,32,3,2,2,4,51,1,17,1,5,5,0,4,2,1,780000.0
27234.0,77.11,15,2,1,1,8,3,2,20,1,4,5,2,4,2,1,2100000.0
18962.0,60.65,11,2,1,1,6,90,0,17,3,4,5,2,4,2,0,1150000.0
24885.0,54.25,7,2,2,1,6,18,1,17,3,5,4,1,4,0,1,1350000.0
26068.0,99.74,11,3,2,1,8,44,0,17,3,4,5,0,4,2,0,2600000.0
9212.0,115.07,11,3,2,2,4,51,1,9,1,2,0,0,4,1,0,1060000.0
18672.0,101.76,7,3,2,2,8,44,2,17,3,5,5,2,4,0,1,1900000.0
19694.0,134.56,18,3,2,2,9,87,1,20,3,5,5,0,4,2,0,2650000.0
19400.0,81.96,6,2,1,1,9,35,0,20,3,5,5,0,4,0,0,1590000.0
36841.0,124.32,6,3,2,2,8,8,2,17,3,5,5,0,4,0,1,4580000.0
19475.0,138.64,7,3,3,2,8,61,2,29,3,5,5,0,4,0,1,2700000.0
10864.0,45.84,6,2,1,1,1,45,0,15,3,0,5,0,2,2,1,498000.0
31180.0,137.59,28,3,2,2,8,8,0,17,3,5,5,0,4,2,0,4290000.0
11009.0,90.82,11,3,2,1,8,25,2,17,1,2,5,0,4,1,1,1000000.0
19285.0,131.71,7,4,3,3,6,65,2,20,2,5,2,0,4,0,1,2540000.0
34605.0,88.14,11,3,2,1,8,5,2,17,2,5,5,0,4,2,1,3050000.0
20978.0,143.01,6,4,2,2,6,19,2,17,3,5,5,0,4,2,1,3000000.0
29765.0,131.03,6,3,2,2,8,44,2,17,3,5,5,0,4,0,1,3900000.0
39943.0,138.2,31,4,2,2,8,86,1,17,3,4,5,0,4,2,0,5520000.0
12067.0,100.28,17,3,2,1,8,11,0,17,2,5,5,0,4,2,0,1210000.0
11067.0,96.69,17,3,2,1,1,48,2,17,3,0,5,0,4,2,1,1070000.0
20121.0,84.49,7,2,1,1,6,70,2,17,2,5,2,0,4,0,1,1700000.0
36529.0,119.36,11,3,2,1,8,8,0,17,3,4,6,0,4,2,0,4360000.0
34365.0,139.68,33,4,2,3,6,56,1,17,0,5,5,0,4,1,1,4800000.0
26866.0,167.5,30,4,2,2,8,8,2,20,0,0,5,0,4,2,1,4500000.0
15639.0,107.43,28,3,1,2,1,34,0,13,3,4,5,0,4,2,1,1680000.0
8542.0,45.66,22,1,1,1,8,44,2,17,2,5,2,0,4,2,1,390000.0
15471.0,107.95,18,3,2,2,2,28,1,17,1,2,0,0,4,1,1,1670000.0
6395.0,115.73,24,3,2,2,4,51,1,17,1,2,0,0,4,1,1,740000.0
5682.0,132.0,18,3,1,1,1,39,0,0,3,0,4,0,4,2,0,750000.0
13546.0,88.59,34,3,2,1,0,15,1,20,0,2,0,0,4,1,1,1200000.0
35509.0,126.73,16,3,2,2,6,90,2,17,1,5,5,0,4,2,1,4500000.0
14954.0,80.25,18,2,1,1,9,87,1,17,1,4,5,0,4,1,1,1200000.0
27440.0,82.0,19,3,2,1,9,35,2,17,3,2,5,0,4,2,1,2250000.0
23282.0,98.79,32,2,1,1,8,81,0,17,3,4,5,0,4,2,1,2300000.0
24034.0,70.65,6,3,2,1,8,3,0,17,3,5,5,0,4,0,1,1698000.0
22710.0,88.07,7,3,2,2,6,65,2,17,0,5,5,0,4,1,0,2000000.0
13904.0,126.59,7,3,1,2,8,1,2,17,2,5,5,0,4,0,0,1760000.0
19329.0,92.09,18,3,2,1,5,60,1,17,3,2,0,0,4,1,0,1780000.0
30190.0,125.87,9,3,2,1,5,57,0,18,1,5,5,0,4,1,1,3800000.0
13686.0,94.26,14,3,2,1,9,87,1,16,0,2,0,0,4,1,1,1290000.0
17416.0,84.98,7,2,2,1,5,60,0,17,1,5,5,0,4,0,1,1480000.0
26120.0,89.97,18,3,1,1,8,61,0,20,3,0,5,0,4,2,0,2350000.0
15121.0,78.04,15,2,2,1,1,34,1,17,3,4,5,0,4,2,0,1180000.0
4970.0,49.9,22,1,1,1,4,51,2,17,1,4,5,0,4,2,1,248000.0
29655.0,69.13,11,2,1,1,8,71,2,17,2,5,5,2,4,0,1,2050000.0
31908.0,126.93,32,4,2,2,8,1,2,17,3,5,5,0,4,2,0,4050000.0
25524.0,152.41,3,4,2,3,8,31,1,17,3,3,5,0,0,3,1,3890000.0
22799.0,92.11,6,3,2,1,8,31,1,17,3,4,5,0,4,0,0,2100000.0
8800.0,128.42,6,3,2,2,0,13,0,17,3,2,0,0,4,1,1,1130000.0
28663.0,56.52,23,1,1,1,8,17,1,17,3,0,5,0,4,2,0,1620000.0
15428.0,57.04,5,2,1,1,1,39,0,17,3,0,5,0,4,0,1,880000.0
20880.0,81.9,14,2,1,1,6,84,0,17,3,5,5,0,4,2,1,1710000.0
11088.0,110.03,34,3,2,2,0,15,0,17,0,2,0,0,4,1,1,1220000.0
22397.0,107.16,18,3,2,2,8,79,0,20,0,5,5,0,4,2,1,2400000.0
17921.0,128.29,10,3,2,2,6,84,1,17,3,5,5,0,4,0,1,2299000.0
42109.0,137.74,7,4,2,2,8,61,2,17,0,5,5,0,4,2,0,5800000.0
26882.0,89.28,7,2,1,1,8,8,2,17,0,5,5,2,4,0,0,2400000.0
37155.0,110.35,6,4,2,2,8,86,2,17,3,4,5,0,4,2,0,4100000.0
8869.0,84.57,23,3,2,1,4,51,2,17,3,2,5,0,4,1,1,750000.0
18227.0,88.88,6,2,2,1,6,70,2,17,3,5,2,0,4,0,1,1620000.0
40259.0,123.7,6,3,2,2,8,61,0,17,2,5,5,0,4,0,1,4980000.0
14189.0,112.06,15,3,2,1,8,86,0,20,3,4,5,0,4,1,1,1590000.0
32125.0,87.16,18,3,2,1,8,44,0,20,1,4,5,0,4,2,0,2800000.0
39432.0,119.7,17,3,2,2,8,17,0,17,3,5,5,0,4,2,1,4720000.0
13221.0,37.67,27,1,1,1,1,85,2,15,0,4,5,0,2,2,1,498000.0
22389.0,67.0,17,2,1,1,8,89,0,17,3,5,5,2,4,2,1,1500000.0
23778.0,111.45,7,3,2,1,8,47,0,17,0,4,5,0,4,0,1,2650000.0
33500.0,178.51,17,4,2,2,8,17,0,17,3,4,5,0,4,2,0,5980000.0
35954.0,125.16,11,3,2,2,8,8,1,17,0,5,5,0,4,2,1,4500000.0
35273.0,127.01,18,4,2,2,5,57,2,17,1,5,5,0,4,2,1,4480000.0
13210.0,158.98,6,4,1,2,1,26,2,17,3,5,5,0,4,0,0,2100000.0
22530.0,101.2,18,3,2,1,9,40,1,17,1,0,5,2,4,2,0,2280000.0
21878.0,105.13,34,3,2,2,1,34,0,13,3,5,5,0,4,1,1,2300000.0
20262.0,47.38,16,1,1,1,1,45,2,17,3,4,5,0,4,2,1,960000.0
13871.0,121.84,18,3,2,2,0,14,1,17,1,2,0,0,4,1,0,1690000.0
42900.0,88.58,24,3,2,2,8,82,0,17,3,5,5,0,4,2,1,3800000.0
40883.0,129.64,26,4,2,2,8,79,0,17,3,4,5,0,4,2,1,5300000.0
13753.0,132.34,6,4,2,2,1,34,1,17,3,5,5,0,4,0,0,1820000.0
28687.0,111.55,11,3,2,1,8,82,0,17,2,5,5,2,4,2,1,3200000.0
31987.0,128.18,23,4,2,2,8,89,0,20,3,0,5,0,4,2,1,4100000.0
33283.0,39.06,7,2,1,1,8,68,2,15,3,4,5,0,4,2,1,1300000.0
14043.0,106.11,11,3,2,1,5,37,0,17,1,5,5,2,4,1,0,1490000.0
14456.0,39.43,15,2,1,1,6,65,0,21,1,0,5,0,2,2,1,570000.0
7431.0,127.85,32,3,2,2,4,51,1,17,1,4,1,0,4,2,1,950000.0
29816.0,110.68,8,4,2,2,9,35,2,20,3,2,0,0,4,1,0,3300000.0
16324.0,84.54,6,3,1,1,1,85,2,17,3,5,5,0,4,0,1,1380000.0
24345.0,80.1,7,3,2,1,8,71,0,17,0,5,5,2,4,0,1,1950000.0
29461.0,96.06,29,3,2,1,8,61,1,17,3,5,5,0,4,2,0,2830000.0
17441.0,65.94,6,2,1,1,8,6,1,17,3,5,2,0,4,0,1,1150000.0
8595.0,140.78,11,3,2,2,3,20,1,17,1,5,5,0,4,1,1,1210000.0
21149.0,47.19,8,2,1,1,5,60,0,17,3,5,5,0,4,2,1,998000.0
16412.0,132.83,6,3,2,1,9,75,0,17,3,4,5,0,4,0,0,2180000.0
13554.0,81.16,22,2,2,1,9,10,0,17,0,5,5,0,4,2,0,1100000.0
23642.0,87.98,20,3,1,1,8,61,2,17,3,0,5,0,4,2,0,2080000.0
21541.0,170.84,6,5,2,2,6,90,0,17,1,5,1,0,4,1,0,3680000.0
30418.0,108.16,24,3,2,1,8,61,1,17,3,5,5,0,4,2,0,3290000.0
17318.0,112.6,14,3,2,1,5,60,0,17,1,5,5,0,4,2,1,1950000.0
22191.0,124.38,7,3,2,2,1,45,0,17,0,4,5,0,4,0,1,2760000.0
34281.0,59.8,7,2,1,1,8,82,0,17,3,5,4,0,4,0,1,2050000.0
22246.0,48.1,7,2,1,1,6,56,0,17,1,2,0,0,4,1,1,1070000.0
33156.0,122.15,29,3,2,2,8,82,2,24,3,5,5,0,4,2,0,4050000.0
8538.0,124.16,13,3,2,2,3,20,2,17,0,2,5,0,4,1,1,1060000.0
22361.0,118.96,15,3,2,2,6,84,1,17,3,2,0,0,4,1,0,2660000.0
14449.0,59.52,5,3,1,1,0,74,0,17,2,5,0,0,4,0,1,860000.0
17761.0,118.24,18,3,2,2,8,31,1,17,1,2,0,2,4,1,1,2100000.0
18559.0,139.02,18,4,2,2,0,15,0,17,0,5,5,0,4,2,1,2580000.0
18584.0,99.55,31,3,1,2,1,26,1,17,2,5,5,0,4,2,0,1850000.0
12055.0,146.0,5,3,2,2,3,24,2,17,3,5,5,0,4,0,1,1760000.0
24688.0,104.91,30,3,2,2,8,79,2,17,3,5,5,0,4,2,1,2590000.0
22389.0,67.0,17,2,1,1,8,89,0,17,3,5,5,2,4,2,1,1500000.0
13944.0,104.71,7,3,2,1,1,34,0,17,3,4,5,0,4,0,1,1460000.0
32327.0,89.71,7,3,2,1,8,8,0,17,2,5,5,0,4,0,1,2900000.0
15969.0,115.85,5,3,2,2,8,6,0,17,0,4,5,2,4,0,1,1850000.0
16814.0,82.67,11,3,1,1,8,31,0,17,2,5,5,0,4,2,0,1390000.0
20473.0,105.02,11,3,1,1,6,90,2,17,3,5,5,0,4,2,1,2150000.0
7735.0,137.04,18,3,2,2,4,51,1,9,2,4,5,0,4,2,1,1060000.0
23835.0,95.24,8,4,2,1,8,47,0,17,2,5,2,0,4,0,1,2270000.0
21845.0,80.11,29,3,1,1,9,87,2,13,0,4,5,0,4,2,0,1750000.0
33665.0,118.82,18,3,2,2,8,89,0,3,3,5,5,0,4,2,1,4000000.0
8234.0,101.42,33,2,2,1,4,51,2,17,3,5,5,0,4,2,1,835000.0
22187.0,110.43,22,3,1,2,8,79,2,17,1,5,5,0,4,2,1,2450000.0
20074.0,176.85,27,4,2,1,8,69,2,17,2,5,5,0,4,2,1,3550000.0
19446.0,174.85,10,6,1,2,8,3,0,17,2,4,1,0,4,2,1,3400000.0
18007.0,38.82,15,2,1,2,6,50,0,17,2,4,5,0,2,2,0,699000.0
27656.0,91.12,18,3,1,1,8,61,2,17,3,4,5,0,4,2,1,2520000.0
23664.0,84.52,6,3,2,1,6,19,0,17,3,5,5,0,4,0,0,2000000.0
23267.0,106.59,11,4,2,2,6,90,0,17,0,0,1,0,4,2,0,2480000.0
29054.0,146.28,17,3,2,2,8,17,2,17,0,5,5,0,4,2,0,4250000.0
18997.0,131.08,6,3,2,2,1,45,1,20,3,5,5,0,4,0,1,2490000.0
28488.0,88.81,30,3,2,1,8,79,1,20,3,4,5,0,4,1,1,2530000.0
20347.0,86.01,17,2,1,1,1,85,1,17,1,1,1,0,4,2,1,1750000.0
16968.0,111.39,11,3,2,2,6,90,1,17,3,5,5,0,4,0,1,1890000.0
17920.0,88.17,9,3,2,1,5,37,1,17,3,5,5,0,4,1,0,1580000.0
26705.0,142.3,7,3,2,3,8,47,1,20,3,5,5,0,4,0,1,3800000.0
14489.0,124.24,7,3,1,2,9,10,0,17,3,5,5,0,4,2,1,1800000.0
17368.0,137.04,4,5,2,2,3,22,0,17,3,5,5,0,4,1,1,2380000.0
34015.0,119.95,9,3,2,2,8,81,0,17,3,4,5,0,4,2,1,4080000.0
27323.0,86.01,9,2,2,1,8,5,0,17,3,4,5,0,4,2,1,2350000.0
20548.0,109.5,6,3,2,2,1,45,0,17,3,5,5,0,4,0,1,2250000.0
17376.0,110.5,15,3,2,2,6,84,1,17,3,5,5,0,4,2,1,1920000.0
26941.0,43.8,4,2,1,1,9,40,0,17,2,2,0,0,4,0,1,1180000.0
19889.0,87.99,18,3,2,1,6,90,0,17,1,0,5,0,4,2,1,1750000.0
31082.0,85.26,7,3,1,1,6,65,1,20,2,5,4,0,4,0,1,2650000.0
33181.0,89.51,33,3,2,1,8,8,0,13,3,4,5,0,4,2,1,2970000.0
23614.0,97.4,9,3,2,1,8,44,2,17,0,5,5,0,4,2,1,2300000.0
13881.0,95.82,17,2,2,1,1,34,1,17,3,4,5,0,4,2,1,1330000.0
20215.0,58.87,7,2,1,1,9,40,1,17,2,2,0,0,4,0,1,1190000.0
24063.0,99.74,11,3,1,1,8,44,1,17,3,4,5,0,4,2,1,2400000.0
29564.0,56.15,6,2,2,1,8,69,1,17,2,5,1,0,4,0,1,1660000.0
12683.0,106.45,10,4,1,1,2,46,1,17,2,0,5,0,4,1,1,1350000.0
34133.0,175.49,32,4,2,3,8,89,2,17,0,4,2,0,4,2,1,5990000.0
35582.0,129.28,26,4,2,2,5,64,0,17,3,2,0,0,4,1,1,4600000.0
24600.0,52.44,5,2,1,1,9,40,1,17,2,4,4,0,4,0,1,1290000.0
20772.0,77.99,29,2,1,1,6,19,0,17,2,4,5,0,4,2,1,1620000.0
23514.0,59.54,18,2,1,1,8,86,0,17,0,4,5,2,4,2,1,1400000.0
29560.0,134.98,15,4,2,2,8,86,1,20,3,5,5,0,4,2,0,3990000.0
21543.0,124.87,6,3,2,2,6,50,0,17,3,5,5,0,4,1,0,2690000.0
15525.0,88.89,32,3,2,1,2,28,2,17,1,2,0,0,4,1,1,1380000.0
8159.0,84.57,23,3,2,1,4,51,2,17,2,2,5,0,4,1,1,690000.0
21448.0,76.0,6,2,2,1,6,90,0,14,0,5,5,0,4,0,0,1630000.0
24136.0,51.79,7,2,1,1,8,68,0,17,3,5,5,0,4,0,0,1250000.0
19118.0,113.51,15,3,1,1,5,60,0,17,1,5,5,0,4,0,1,2170000.0
12273.0,88.0,22,3,2,1,4,51,0,20,3,5,5,0,4,2,0,1080000.0
21347.0,119.46,6,3,1,2,6,50,1,17,2,5,4,0,4,1,1,2550000.0
22986.0,102.24,11,3,2,2,6,84,2,17,3,2,0,0,4,1,1,2350000.0
39451.0,121.67,10,3,2,1,8,8,2,20,0,5,5,0,4,2,1,4800000.0
23703.0,53.16,8,2,1,1,8,47,2,17,3,5,4,0,4,0,1,1260000.0
21619.0,123.97,14,3,2,2,6,84,0,17,3,5,5,0,4,2,1,2680000.0
12909.0,142.54,4,3,2,2,3,38,0,20,0,2,0,0,4,1,1,1840000.0
29174.0,167.96,21,5,2,2,8,17,1,17,2,4,5,0,4,2,1,4900000.0
22912.0,96.02,18,2,2,1,5,57,1,17,3,5,5,0,4,2,0,2200000.0
32726.0,106.95,25,3,2,1,8,82,0,17,3,5,5,0,4,2,0,3500000.0
25830.0,99.5,27,3,2,1,8,8,1,17,0,4,5,0,4,2,1,2570000.0
29358.0,118.54,24,4,2,2,6,90,0,17,3,4,4,0,4,2,0,3480000.0
18088.0,121.63,6,3,2,2,1,45,0,17,3,5,4,0,4,0,0,2200000.0
30726.0,109.03,18,3,1,1,8,86,1,17,3,4,5,0,4,2,1,3350000.0
17093.0,59.09,11,2,1,1,5,37,2,17,3,4,2,2,4,1,1,1010000.0
6852.0,74.44,27,2,1,1,4,51,0,17,3,5,5,0,4,2,1,510000.0
10341.0,88.0,26,3,2,1,2,28,0,17,1,4,1,0,4,2,1,910000.0
11230.0,65.01,17,2,1,1,2,46,1,17,0,2,0,2,4,2,1,730000.0
32654.0,136.28,7,4,2,2,8,8,2,17,3,5,5,0,4,2,1,4450000.0
25728.0,74.24,6,2,2,1,8,47,2,17,3,5,2,0,4,0,0,1910000.0
32069.0,95.11,16,3,1,1,8,47,2,20,1,2,5,2,4,2,1,3050000.0
27463.0,138.37,33,5,2,2,8,1,0,17,2,5,5,0,4,2,0,3800000.0
21225.0,65.02,8,2,1,1,5,32,1,17,2,5,4,0,4,0,1,1380000.0
26393.0,105.71,26,2,2,2,5,64,1,14,1,0,5,0,4,2,1,2790000.0
16576.0,80.24,11,2,2,1,8,31,0,17,3,4,5,0,4,2,1,1330000.0
33675.0,88.79,6,3,2,1,8,8,2,17,2,5,5,0,4,0,1,2990000.0
18313.0,72.08,5,2,1,1,8,6,0,13,3,5,4,0,4,0,1,1320000.0
8100.0,111.12,27,3,2,2,4,51,1,20,3,5,5,0,4,2,1,900000.0
13623.0,57.26,32,2,1,1,8,44,1,17,3,4,5,0,2,2,1,780000.0
27300.0,72.53,6,2,1,1,8,81,2,17,3,5,5,2,4,0,1,1980000.0
28600.0,91.26,18,3,2,1,5,57,1,17,1,4,5,0,4,1,1,2610000.0
16198.0,143.23,18,3,2,2,1,34,2,17,2,0,5,0,4,2,1,2320000.0
5185.0,63.65,39,2,1,1,4,51,0,15,3,5,5,0,4,2,1,330000.0
7961.0,95.47,26,3,2,2,4,51,1,17,3,0,5,0,4,2,0,760000.0
17617.0,126.47,11,4,2,2,0,72,0,17,1,2,0,0,4,1,1,2228000.0
10616.0,80.07,34,2,1,1,8,44,1,17,3,5,5,0,2,2,1,850000.0
30246.0,175.23,18,4,2,2,8,8,1,17,3,5,5,0,4,2,1,5300000.0
20551.0,111.92,7,3,2,2,6,65,2,17,3,5,4,0,4,0,1,2300000.0
15860.0,91.43,18,3,2,1,2,46,0,17,3,4,5,0,4,2,0,1450000.0
15068.0,139.37,6,4,2,1,9,75,2,17,1,5,2,0,4,0,1,2100000.0
21816.0,76.55,5,3,2,1,1,45,0,17,3,2,0,0,4,0,1,1670000.0
26034.0,128.68,23,3,2,2,9,87,2,17,3,5,5,0,4,2,1,3350000.0
12723.0,165.06,6,4,2,2,1,34,2,20,0,4,5,0,4,0,0,2100000.0
27869.0,140.3,18,4,2,2,9,87,0,17,3,5,5,0,4,1,1,3910000.0
18517.0,66.75,6,2,1,1,5,60,1,20,3,5,5,0,4,0,0,1236000.0
38658.0,98.04,33,3,1,2,8,86,2,17,3,5,5,0,4,2,1,3790000.0
20670.0,128.21,11,3,2,2,6,19,2,17,3,5,5,0,4,2,0,2650000.0
13642.0,67.81,6,2,1,1,3,24,2,17,0,5,5,0,4,0,0,925000.0
27480.0,66.23,7,2,1,1,8,71,0,17,3,5,5,0,4,0,1,1820000.0
21718.0,151.03,3,3,2,3,5,37,1,17,3,5,0,0,4,1,0,3280000.0
19844.0,80.63,11,2,2,1,8,79,1,17,3,0,5,2,4,2,1,1600000.0
19768.0,118.88,24,3,2,2,5,60,2,17,3,2,0,0,4,1,1,2350000.0
28250.0,48.85,7,2,1,1,5,57,0,17,2,5,5,0,4,0,1,1380000.0
16490.0,106.13,10,3,2,1,6,90,0,20,1,5,5,0,4,2,1,1750000.0
27384.0,120.51,18,4,1,2,9,35,1,20,3,5,5,0,4,2,1,3300000.0
32274.0,127.04,32,3,1,2,8,1,1,17,3,5,5,0,4,1,0,4100000.0
7336.0,147.22,33,3,2,2,4,51,1,17,2,5,5,0,4,2,0,1080000.0
25473.0,116.99,18,3,2,2,9,87,1,17,2,5,0,0,4,1,1,2980000.0
13490.0,170.5,23,4,2,2,3,24,1,17,1,5,1,0,4,2,1,2300000.0
22717.0,63.83,7,2,1,1,8,89,0,17,3,4,5,0,4,0,1,1450000.0
25015.0,87.95,34,3,1,1,6,90,0,17,0,0,1,0,4,2,1,2200000.0
20000.0,89.0,18,3,2,1,9,87,0,17,0,0,5,0,4,2,1,1780000.0
19857.0,83.6,6,2,2,1,6,70,0,17,3,4,5,0,4,0,1,1660000.0
11293.0,87.49,34,3,1,1,0,15,2,17,0,2,0,0,4,1,1,988000.0
28670.0,81.97,17,3,2,1,9,35,0,17,3,5,5,0,4,2,1,2350000.0
19842.0,75.6,4,3,2,1,6,19,0,17,0,2,2,0,4,1,1,1500000.0
19225.0,87.39,6,3,2,1,8,61,0,17,2,5,5,0,4,0,0,1680000.0
6551.0,41.22,29,2,1,1,2,28,2,0,1,2,0,0,2,1,1,270000.0
21113.0,100.89,27,3,2,2,9,35,1,17,3,5,5,0,4,2,0,2130000.0
20406.0,71.06,11,2,1,1,8,6,2,20,3,5,5,0,4,2,1,1450000.0
18254.0,25.2,5,1,1,1,6,70,0,17,2,5,5,0,4,0,1,460000.0
30549.0,44.52,7,1,1,1,8,71,0,17,0,4,5,2,4,2,1,1360000.0
22987.0,88.66,26,3,2,1,5,60,0,17,3,4,5,0,4,2,0,2038000.0
7647.0,95.47,26,3,2,2,4,51,1,17,3,0,5,0,4,2,1,730000.0
36383.0,57.72,7,3,1,1,8,82,1,17,3,5,2,0,4,0,1,2100000.0
18109.0,115.97,14,3,2,2,6,70,2,17,2,5,5,2,4,2,1,2100000.0
11292.0,164.73,7,5,3,2,6,19,2,17,2,5,4,2,4,0,1,1860000.0
33346.0,56.38,34,2,1,1,8,17,1,17,3,4,5,0,4,2,1,1880000.0
31675.0,129.44,11,4,2,2,8,1,1,17,3,5,5,0,4,1,1,4100000.0
17039.0,76.3,6,2,2,1,1,85,0,20,3,5,5,0,4,0,1,1300000.0
27742.0,53.35,7,2,1,1,8,68,0,17,3,5,5,0,4,0,1,1480000.0
29545.0,111.02,8,4,2,2,9,35,2,17,3,5,5,0,4,2,1,3280000.0
18192.0,90.7,6,2,2,1,6,19,0,17,2,5,5,2,4,0,1,1650000.0
30563.0,38.61,7,1,1,1,9,40,0,17,2,2,0,0,4,1,1,1180000.0
24904.0,131.71,11,4,2,2,8,71,0,17,3,5,5,0,4,2,0,3280000.0
25138.0,61.66,7,2,2,1,9,40,0,17,1,5,4,0,4,0,1,1550000.0
15892.0,88.1,27,3,2,1,1,39,2,13,3,4,5,0,4,1,1,1400000.0
12057.0,132.71,11,3,1,2,8,21,2,20,3,5,5,0,4,1,0,1600000.0
23428.0,97.75,11,3,2,2,6,90,0,20,3,5,5,2,4,2,1,2290000.0
18513.0,128.56,9,4,2,2,9,35,2,17,2,4,5,0,4,2,1,2380000.0
10729.0,89.48,20,3,1,1,2,28,1,17,3,4,5,0,4,2,0,960000.0
26323.0,83.58,7,3,2,1,9,40,0,17,0,2,0,0,4,0,1,2200000.0
17399.0,106.33,24,3,2,1,3,41,2,17,3,4,5,0,4,2,1,1850000.0
26970.0,103.82,30,3,2,2,8,79,0,17,3,5,5,0,4,1,0,2800000.0
15356.0,42.98,20,2,2,1,8,44,0,17,3,5,5,0,4,2,1,660000.0
17949.0,117.0,15,3,2,2,8,86,0,17,1,2,0,2,4,1,1,2100000.0
34392.0,125.03,32,3,2,2,8,86,2,20,3,4,5,0,4,2,1,4300000.0
