单价,建筑面积,总楼层数,室数,厅数,卫数,区_encoded,板块_encoded,楼层位置_encoded,房屋朝向_encoded,装修情况_encoded,建筑类型_encoded,建筑结构_encoded,交易权属_encoded,房屋用途_encoded,配备电梯_encoded,产权所属_encoded,总价
24057.0,54.87,5,2,1,1,9,40,0,17,0,5,5,1,4,0,1,1320000.0
22748.0,136.28,18,3,2,2,8,61,1,17,3,5,5,0,4,2,1,3100000.0
18500.0,96.76,6,3,2,1,8,61,0,17,3,5,5,0,4,0,1,1790000.0
21111.0,57.79,18,2,1,1,8,31,1,0,3,4,5,0,4,2,1,1220000.0
35927.0,89.07,23,3,2,1,5,57,2,17,0,5,5,0,4,2,1,3200000.0
18561.0,128.23,17,4,2,2,1,39,0,17,3,4,5,0,4,2,1,2380000.0
13142.0,127.08,19,3,2,1,8,8,1,17,1,0,5,0,4,2,1,1670000.0
13751.0,58.18,5,2,2,1,1,39,2,12,3,4,2,0,4,0,1,800000.0
27371.0,67.59,18,2,1,1,8,44,2,17,3,4,5,2,4,2,1,1850000.0
21423.0,109.7,18,3,2,2,6,90,1,17,1,0,5,0,4,2,1,2350000.0
26836.0,53.66,7,2,2,1,8,68,0,17,3,5,5,0,4,0,1,1440000.0
26040.0,128.65,18,4,2,2,9,35,2,17,0,4,5,0,4,1,0,3350000.0
15802.0,106.95,17,3,2,2,1,39,2,17,3,4,5,0,4,2,0,1690000.0
23699.0,91.99,11,3,2,1,6,84,2,17,3,5,5,0,4,2,1,2180000.0
22121.0,128.84,23,4,2,2,1,34,0,17,2,5,5,0,4,2,1,2850000.0
20388.0,87.31,6,3,1,1,8,61,0,17,3,5,5,0,4,0,0,1780000.0
17842.0,100.33,11,3,2,1,6,70,0,20,2,4,5,0,4,2,1,1790000.0
14624.0,75.22,34,2,2,1,8,5,0,17,3,0,5,0,2,2,1,1100000.0
15785.0,164.72,6,5,2,2,1,26,2,17,0,5,4,0,4,0,1,2600000.0
19650.0,85.5,23,3,2,1,6,90,2,17,2,5,5,0,4,2,1,1680000.0
16687.0,32.96,12,1,1,2,6,56,1,25,3,4,5,0,2,2,1,550000.0
15112.0,90.66,7,3,2,1,6,70,2,17,2,5,5,0,4,0,1,1370000.0
33699.0,62.02,7,2,1,1,8,82,2,17,3,5,5,0,4,0,1,2090000.0
18008.0,87.74,5,3,2,1,6,84,0,17,3,5,5,0,4,0,1,1580000.0
19741.0,88.65,21,3,2,1,1,34,1,17,0,2,0,0,4,2,1,1750000.0
28917.0,68.82,33,2,1,1,8,17,2,1,3,0,5,0,4,2,0,1990000.0
21413.0,73.79,17,2,2,1,6,90,0,17,3,5,5,0,4,2,0,1580000.0
26940.0,98.37,11,3,2,1,5,57,0,17,3,5,5,0,4,2,1,2650000.0
22690.0,125.61,9,3,2,2,1,34,2,20,3,2,5,0,4,1,0,2850000.0
10897.0,119.3,6,2,2,2,3,73,1,17,2,5,5,0,4,0,1,1300000.0
16696.0,125.78,18,3,1,2,9,87,0,20,1,5,3,0,4,2,1,2100000.0
19439.0,122.95,17,3,2,2,5,60,0,17,0,5,5,0,4,2,1,2390000.0
22604.0,97.33,11,2,2,1,8,44,1,20,3,5,5,0,4,2,1,2200000.0
20864.0,74.77,15,2,1,1,6,84,2,17,0,5,5,0,4,2,0,1560000.0
17413.0,140.7,5,3,2,2,3,73,0,17,0,2,0,0,4,1,1,2450000.0
10729.0,80.16,6,2,2,2,2,28,2,17,3,5,5,0,4,1,1,860000.0
26539.0,107.39,11,3,1,1,8,6,2,17,3,5,5,0,4,2,0,2850000.0
36161.0,91.26,18,3,2,1,5,57,2,17,3,4,5,0,4,1,1,3300000.0
36964.0,135.81,8,4,1,2,8,81,1,20,3,4,5,0,4,1,1,5020000.0
23802.0,57.56,7,2,1,1,8,61,0,17,3,5,5,0,4,0,0,1370000.0
24513.0,88.12,24,3,2,1,8,1,2,17,3,5,5,0,4,2,0,2160000.0
9214.0,52.75,21,1,1,1,5,57,1,17,0,5,5,0,2,2,1,486000.0
21217.0,116.42,18,3,2,2,8,86,0,17,0,2,5,2,4,2,1,2470000.0
19103.0,82.71,7,2,2,1,9,40,2,17,2,2,5,0,4,1,1,1580000.0
17180.0,86.73,6,2,2,1,1,34,2,17,3,4,5,0,4,0,1,1490000.0
15378.0,122.26,6,3,2,2,1,34,2,20,3,4,5,0,4,0,1,1880000.0
22721.0,69.98,17,2,2,1,6,90,0,17,3,5,5,0,4,2,1,1590000.0
22170.0,59.54,8,2,1,1,8,3,2,20,3,5,4,0,4,0,1,1320000.0
32369.0,126.05,33,4,2,2,8,61,1,20,3,5,5,0,4,2,1,4080000.0
18814.0,89.83,7,3,1,1,1,45,1,17,3,5,4,0,4,0,1,1690000.0
25372.0,134.01,18,3,2,2,8,86,0,17,3,5,5,0,4,2,1,3400000.0
18000.0,71.67,17,2,2,1,6,90,0,17,2,4,5,2,4,2,1,1290000.0
20523.0,92.58,24,2,2,1,8,61,1,17,3,4,5,0,4,2,1,1900000.0
42011.0,111.4,18,3,2,2,5,30,0,17,3,4,5,0,4,2,1,4680000.0
29436.0,74.4,5,2,2,1,8,79,0,17,2,5,5,0,4,0,0,2190000.0
20929.0,85.05,6,3,1,1,6,70,0,17,3,5,5,0,4,0,1,1780000.0
25720.0,71.93,8,3,1,1,8,47,0,17,2,5,4,0,4,0,1,1850000.0
39866.0,139.97,18,4,2,2,5,30,1,17,1,4,5,0,4,1,1,5580000.0
10104.0,77.2,5,2,2,1,3,38,0,17,2,2,2,0,4,1,1,780000.0
5286.0,50.14,22,1,1,1,4,51,2,17,3,4,5,0,4,2,1,265000.0
33406.0,139.2,9,4,2,2,5,57,0,17,3,5,5,0,4,0,1,4650000.0
41293.0,111.4,18,3,2,2,5,30,2,17,0,4,5,0,4,2,1,4600000.0
11297.0,40.72,11,2,1,1,6,84,0,17,3,5,2,0,2,2,1,460000.0
19754.0,115.93,11,3,2,2,6,84,0,17,1,4,5,0,4,2,0,2290000.0
26864.0,87.48,11,3,2,1,6,19,0,17,3,5,5,0,4,0,0,2350000.0
26459.0,105.45,30,3,2,2,8,79,2,17,3,0,5,0,4,2,0,2790000.0
22844.0,117.32,15,3,1,2,6,84,2,0,3,2,0,0,4,1,0,2680000.0
14733.0,128.29,6,3,2,2,1,45,0,17,3,5,2,0,4,0,1,1890000.0
33605.0,136.29,9,3,2,2,8,8,2,17,3,5,5,0,4,2,1,4580000.0
23058.0,138.35,16,3,2,2,8,68,1,17,3,5,5,0,4,0,1,3190000.0
19849.0,57.94,11,2,1,1,8,6,0,17,1,5,5,2,4,1,1,1150000.0
11669.0,71.99,34,2,1,1,8,44,0,13,3,5,5,0,2,2,1,840000.0
18063.0,65.33,8,2,2,1,6,56,2,17,3,5,4,0,4,0,1,1180000.0
33234.0,109.83,17,3,2,1,8,86,0,20,3,4,5,0,4,2,1,3650000.0
10962.0,87.58,33,2,2,1,8,86,2,13,0,4,5,0,2,2,1,960000.0
11018.0,81.69,33,2,1,1,8,86,1,17,3,4,5,0,2,2,1,900000.0
15296.0,91.53,11,2,2,1,6,84,0,17,1,0,5,2,4,2,1,1400000.0
22766.0,60.18,7,2,1,1,6,65,0,17,3,5,4,0,4,0,1,1370000.0
6883.0,85.72,33,2,2,1,4,51,2,17,2,5,5,0,4,2,0,590000.0
8019.0,143.41,26,3,1,2,4,51,2,20,3,5,5,0,4,2,1,1150000.0
19940.0,124.88,6,4,2,2,6,56,0,17,3,5,5,0,4,0,0,2490000.0
22650.0,110.38,15,3,1,1,6,65,1,17,0,1,5,0,4,2,1,2500000.0
19665.0,45.26,18,1,1,1,8,82,2,15,3,5,5,0,4,2,0,890000.0
42216.0,137.39,11,4,2,2,8,8,0,17,3,4,5,0,4,2,1,5800000.0
7120.0,81.47,15,2,2,1,0,13,0,20,1,2,0,0,4,1,1,580000.0
13242.0,172.94,6,4,2,2,8,31,2,17,2,1,5,0,4,0,1,2290000.0
7847.0,95.59,33,2,2,1,4,51,0,17,3,5,5,0,4,2,0,750000.0
19848.0,93.21,7,3,2,1,9,40,0,17,3,4,5,0,4,1,1,1850000.0
20025.0,89.89,7,2,2,1,6,70,1,17,3,5,4,0,4,0,1,1800000.0
9353.0,139.0,17,4,2,2,4,51,1,20,3,2,0,0,4,1,1,1300000.0
20199.0,84.66,27,3,1,1,6,90,2,17,3,5,5,0,4,2,1,1710000.0
21046.0,102.16,25,3,2,2,5,60,0,17,3,4,5,0,4,2,1,2150000.0
22218.0,100.37,18,3,1,2,8,61,2,17,3,0,5,0,4,2,0,2230000.0
32087.0,155.83,11,4,2,2,8,8,0,17,0,5,5,0,4,2,1,5000000.0
28321.0,94.63,6,3,2,1,8,8,0,17,3,5,4,0,4,0,1,2680000.0
11475.0,76.69,34,2,1,1,8,44,0,13,3,5,5,0,2,2,1,880000.0
42976.0,121.0,9,4,2,3,8,3,2,17,3,5,5,0,4,1,0,5200000.0
20463.0,86.01,17,2,1,1,1,85,0,17,1,1,1,0,4,2,0,1760000.0
9092.0,109.99,31,3,2,2,3,92,2,20,1,2,0,0,4,1,1,1000000.0
29583.0,67.27,8,3,1,1,6,76,0,13,3,5,4,0,4,0,0,1990000.0
38686.0,128.99,18,4,2,2,5,30,0,17,1,4,5,0,4,1,1,4990000.0
21568.0,101.08,20,3,2,1,6,90,1,17,1,5,1,0,4,2,1,2180000.0
6418.0,96.61,29,3,1,1,4,51,1,17,0,5,5,0,4,1,1,620000.0
37885.0,137.26,15,4,2,2,8,44,1,17,3,4,0,0,4,1,1,5200000.0
21837.0,87.47,15,2,2,1,6,84,0,17,0,5,5,0,4,2,0,1910000.0
31982.0,46.59,7,2,1,1,6,49,1,17,0,5,4,0,4,0,1,1490000.0
27682.0,138.36,33,4,2,2,8,61,2,17,1,5,5,0,4,2,1,3830000.0
24171.0,48.82,21,2,1,1,8,8,0,17,3,2,0,0,2,2,1,1180000.0
19747.0,124.07,15,3,2,1,6,84,2,17,3,5,5,0,4,0,1,2450000.0
30335.0,134.5,33,3,1,2,8,17,2,17,3,4,5,0,4,2,0,4080000.0
22305.0,124.19,26,3,2,1,6,56,0,17,1,2,0,2,4,1,1,2770000.0
9708.0,144.22,33,4,2,2,4,51,0,8,1,5,5,0,4,2,1,1400000.0
23977.0,104.27,27,3,2,2,9,35,0,17,3,5,5,0,4,1,1,2500000.0
15757.0,117.41,28,3,2,2,0,15,1,20,0,4,1,0,4,2,1,1850000.0
22271.0,86.66,8,3,1,1,6,90,0,17,3,5,5,0,4,2,1,1930000.0
33509.0,171.6,28,3,2,1,8,17,2,17,3,4,5,0,4,2,0,5750000.0
10182.0,127.68,15,3,2,2,9,10,0,17,1,4,5,0,4,2,1,1300000.0
23622.0,87.21,26,3,1,1,8,1,1,17,1,5,5,0,4,2,1,2060000.0
20202.0,105.44,27,3,2,2,5,60,1,17,1,5,5,0,4,2,1,2130000.0
35730.0,137.14,26,4,2,2,8,47,0,17,3,5,1,0,4,1,1,4900000.0
19630.0,91.7,16,2,1,1,8,86,2,17,2,5,5,0,4,2,1,1800000.0
20838.0,107.98,7,3,1,1,8,44,0,20,3,5,5,0,4,0,1,2250000.0
13000.0,113.85,11,3,2,2,2,28,2,17,0,2,0,0,4,1,1,1480000.0
32612.0,86.78,32,3,2,1,8,61,0,20,3,0,5,0,4,2,1,2830000.0
18857.0,119.32,14,3,2,2,6,84,1,17,3,5,5,0,4,2,1,2250000.0
20967.0,136.41,18,4,2,2,8,86,1,17,1,4,5,2,4,2,1,2860000.0
23971.0,41.3,29,1,1,1,8,44,0,12,0,0,5,0,4,2,1,990000.0
22877.0,152.56,7,5,3,2,9,40,2,17,3,5,1,0,4,0,0,3490000.0
29047.0,90.2,11,2,1,1,6,50,1,20,3,5,5,0,4,2,1,2620000.0
9696.0,128.93,18,4,2,2,4,51,1,29,3,4,1,0,4,1,0,1250000.0
31233.0,121.67,25,3,2,2,8,61,0,20,3,4,5,0,4,2,0,3800000.0
12759.0,28.06,14,1,1,1,8,17,1,15,2,5,5,0,2,2,1,358000.0
18554.0,68.99,6,2,2,1,6,19,2,17,2,2,0,2,4,0,0,1280000.0
22522.0,135.87,16,3,2,2,5,60,2,20,3,4,5,0,4,1,1,3060000.0
26258.0,139.01,33,4,2,2,8,1,2,13,3,5,5,0,4,2,1,3650000.0
6809.0,71.97,6,2,1,1,6,0,0,17,1,2,0,0,4,1,1,490000.0
25379.0,81.96,19,3,2,1,9,35,1,17,3,2,5,0,4,2,1,2080000.0
27377.0,138.44,33,4,2,2,8,1,0,13,3,5,5,0,4,2,1,3790000.0
20736.0,94.04,6,3,1,1,6,65,0,17,2,2,2,0,4,1,1,1950000.0
27621.0,118.39,33,3,2,2,8,61,2,17,2,5,5,0,4,2,1,3270000.0
6225.0,128.52,33,3,2,1,4,51,2,17,1,5,5,0,4,2,1,800000.0
16571.0,89.92,12,2,1,1,6,90,0,17,3,5,5,0,4,2,0,1490000.0
6786.0,95.79,33,2,2,1,4,51,0,20,1,5,5,0,4,2,0,650000.0
18326.0,109.14,16,3,2,2,8,31,0,17,1,2,0,2,4,1,1,2000000.0
20924.0,85.55,21,3,2,1,6,90,0,17,3,5,5,0,4,2,0,1790000.0
24005.0,58.74,7,2,1,1,6,76,1,17,2,5,4,0,4,0,0,1410000.0
29363.0,156.66,18,4,2,2,8,8,1,17,3,5,5,0,4,2,1,4600000.0
29047.0,87.79,33,3,2,1,8,61,2,17,3,5,5,0,4,2,1,2550000.0
26042.0,134.4,33,3,2,2,8,86,1,17,3,4,5,0,4,2,1,3500000.0
14835.0,148.3,11,3,2,2,3,73,0,20,3,2,0,0,4,1,1,2200000.0
23265.0,109.18,18,3,2,1,9,35,1,17,3,5,2,0,4,0,0,2540000.0
7735.0,52.36,16,2,2,1,9,75,1,13,0,5,5,0,2,2,1,405000.0
12012.0,58.11,32,2,1,1,8,44,1,17,3,4,5,0,2,2,1,698000.0
14984.0,118.8,16,3,2,2,1,34,0,13,3,4,5,0,4,2,1,1780000.0
25148.0,50.9,6,2,1,1,9,40,0,17,0,5,1,0,4,0,1,1280000.0
33085.0,128.46,12,3,2,2,8,8,1,17,3,5,5,0,4,2,1,4250000.0
32709.0,91.72,18,3,2,1,8,5,2,17,3,5,5,0,4,2,1,3000000.0
13709.0,110.88,6,3,2,1,1,34,2,13,2,4,5,0,4,0,0,1520000.0
26096.0,182.41,13,4,2,2,6,84,0,17,0,4,0,0,4,2,1,4760000.0
27421.0,105.03,7,3,2,1,8,71,0,20,3,5,5,0,4,0,1,2880000.0
18881.0,76.8,6,3,2,1,6,19,2,17,3,5,5,0,4,0,1,1450000.0
26429.0,98.38,18,3,2,1,8,44,1,17,0,5,5,0,4,2,1,2600000.0
13264.0,36.19,21,1,1,1,8,89,2,15,3,4,5,0,2,2,1,480000.0
41716.0,137.84,16,3,2,2,6,50,0,17,1,5,5,0,4,2,0,5750000.0
14914.0,100.58,15,3,2,1,1,34,0,20,3,4,5,0,4,2,1,1500000.0
15869.0,161.96,4,3,2,2,0,43,2,17,3,5,4,0,4,0,1,2570000.0
28922.0,103.73,11,3,2,1,8,61,0,17,3,4,5,0,4,2,0,3000000.0
25214.0,138.02,18,4,2,2,8,79,2,20,1,4,5,0,4,2,1,3480000.0
24124.0,53.89,6,1,1,1,6,70,2,17,3,5,5,0,4,0,1,1300000.0
18495.0,77.32,18,2,2,1,8,31,0,17,0,5,5,2,4,2,1,1430000.0
19470.0,76.53,11,2,1,1,8,6,2,17,1,4,0,2,4,1,1,1490000.0
21012.0,138.02,14,4,2,2,6,84,1,17,3,4,0,0,4,2,0,2900000.0
23899.0,69.46,10,2,1,1,8,44,2,17,1,1,5,0,4,2,0,1660000.0
25541.0,97.1,26,3,2,1,8,1,1,20,3,0,5,0,4,2,1,2480000.0
21165.0,188.05,5,4,2,3,5,37,0,17,3,5,5,0,4,1,0,3980000.0
32215.0,133.17,33,4,2,2,8,61,0,17,2,5,5,0,4,2,1,4290000.0
11578.0,80.33,20,3,1,1,2,28,1,17,3,5,5,0,4,2,1,930000.0
14726.0,127.67,6,3,2,2,8,6,1,20,1,4,5,2,4,0,1,1880000.0
23507.0,110.61,5,3,2,2,8,31,0,13,3,5,5,0,4,0,1,2600000.0
15749.0,133.35,17,3,2,1,3,24,1,17,3,4,5,0,4,2,1,2100000.0
11304.0,87.58,33,2,1,1,8,86,2,17,3,4,5,0,2,2,1,990000.0
25929.0,117.63,24,4,2,2,6,90,0,17,3,5,5,0,4,2,1,3050000.0
38376.0,112.05,17,3,1,2,8,89,2,17,3,0,5,0,4,2,1,4300000.0
26983.0,140.09,18,4,2,2,0,29,1,17,3,5,5,0,4,1,0,3780000.0
28309.0,94.67,18,3,2,1,8,86,2,17,3,4,5,0,4,2,1,2680000.0
13899.0,86.34,11,2,2,1,8,31,1,17,3,5,5,0,4,1,0,1200000.0
32048.0,95.17,18,3,2,1,8,47,0,20,3,2,5,2,4,2,1,3050000.0
26298.0,129.29,33,3,2,2,8,8,0,17,0,0,5,0,4,2,1,3400000.0
11170.0,98.48,26,3,2,2,2,28,2,17,1,4,1,0,4,2,1,1100000.0
25337.0,77.36,6,2,1,1,8,4,2,17,0,5,4,2,4,0,0,1960000.0
21760.0,128.68,18,3,2,2,1,45,1,17,0,0,5,0,4,2,1,2800000.0
9369.0,130.23,11,4,2,2,0,13,0,17,1,2,0,0,4,1,0,1220000.0
13077.0,59.65,18,1,1,1,8,71,2,17,3,0,5,0,2,2,1,780000.0
19306.0,62.16,17,2,1,1,9,75,0,17,3,4,5,0,4,2,0,1200000.0
23993.0,87.11,24,2,1,1,9,35,1,17,3,5,5,0,4,2,0,2090000.0
8540.0,98.37,33,3,2,1,4,51,0,20,3,5,5,0,4,2,1,840000.0
6563.0,116.58,27,3,1,2,1,53,2,17,1,4,5,0,4,2,1,765000.0
22481.0,92.97,19,3,2,1,9,35,1,17,3,2,5,0,4,1,1,2090000.0
19140.0,109.2,18,3,2,2,8,31,0,17,1,2,0,2,4,1,1,2090000.0
19618.0,80.54,10,2,1,1,1,26,1,17,3,5,5,0,4,2,1,1580000.0
6556.0,94.57,33,2,2,1,4,51,2,20,1,5,1,0,4,2,1,620000.0
36324.0,137.1,26,4,2,2,8,47,0,20,3,5,1,0,4,2,0,4980000.0
14911.0,113.95,6,3,2,2,9,75,0,17,3,4,5,0,4,0,1,1699000.0
20471.0,85.49,23,3,1,1,6,90,2,17,3,5,5,0,4,2,1,1750000.0
25602.0,160.07,30,3,2,1,8,8,2,17,3,5,5,0,4,2,1,4098000.0
9184.0,194.91,33,3,2,1,4,51,2,9,2,5,5,0,4,2,1,1790000.0
16645.0,83.51,18,2,2,1,6,90,0,17,1,0,5,2,4,2,1,1390000.0
9781.0,75.66,5,3,1,1,1,39,0,17,3,4,2,0,4,0,1,740000.0
29941.0,111.89,18,3,2,2,8,61,1,17,3,5,5,0,4,2,1,3350000.0
17512.0,96.51,7,3,2,1,5,60,2,17,3,5,5,0,4,0,0,1690000.0
7441.0,90.05,27,3,2,1,1,53,2,17,1,2,0,0,4,1,1,670000.0
29673.0,143.23,33,4,2,2,1,45,1,17,3,4,5,0,4,2,1,4250000.0
34933.0,130.25,14,4,2,2,6,70,0,17,3,1,5,0,4,1,1,4550000.0
14835.0,148.3,11,3,2,2,3,73,0,20,3,2,0,0,4,1,1,2200000.0
15960.0,91.48,7,3,1,1,8,54,2,17,3,5,5,0,4,1,1,1460000.0
6127.0,140.38,33,3,2,2,4,51,1,17,2,5,5,0,4,2,1,860000.0
27028.0,185.0,5,5,2,2,8,8,0,17,2,5,5,0,4,0,1,5000000.0
31342.0,133.37,6,4,2,2,8,8,0,17,1,5,5,0,4,0,1,4180000.0
37866.0,113.56,14,4,2,2,6,70,0,17,3,1,5,0,4,2,1,4300000.0
11239.0,96.99,7,3,2,1,9,75,2,17,1,5,5,0,4,0,0,1090000.0
29181.0,52.09,6,2,1,1,9,40,1,20,3,4,5,1,4,0,1,1520000.0
18270.0,128.63,11,4,2,2,5,37,2,17,3,5,5,0,4,1,0,2350000.0
7408.0,135.0,18,4,2,2,4,51,0,20,1,2,0,0,4,1,1,1000000.0
10780.0,101.12,6,3,1,1,9,10,0,17,3,4,5,0,4,0,0,1090000.0
22496.0,96.02,18,3,2,1,5,57,1,17,3,5,5,0,4,2,1,2160000.0
26086.0,83.57,31,2,2,1,1,26,2,17,3,5,5,0,4,2,0,2180000.0
31527.0,56.46,34,1,1,1,8,17,0,17,3,4,5,0,4,2,1,1780000.0
15607.0,90.99,18,3,2,1,6,90,2,17,1,5,5,2,4,2,1,1420000.0
26868.0,78.16,13,2,2,1,8,79,2,20,1,4,5,2,4,2,1,2100000.0
20269.0,124.33,14,3,2,2,6,84,2,20,0,5,5,0,4,2,1,2520000.0
17550.0,102.0,6,3,2,1,1,45,1,17,2,5,4,0,4,0,0,1790000.0
23922.0,106.6,9,4,2,2,6,90,2,17,3,5,5,0,4,1,1,2550000.0
7953.0,194.91,33,3,2,2,4,51,1,17,1,5,5,0,4,2,1,1550000.0
14603.0,154.77,6,4,2,1,6,84,2,17,2,5,5,0,4,0,1,2260000.0
19956.0,90.2,14,3,2,1,6,70,2,17,3,5,5,2,4,2,1,1800000.0
21162.0,118.14,17,3,2,2,8,31,1,17,1,0,5,0,4,1,0,2500000.0
17956.0,103.03,6,3,2,2,9,87,2,17,3,5,5,0,4,0,1,1850000.0
30843.0,84.3,8,3,2,1,8,68,0,17,0,5,4,0,4,0,0,2600000.0
25421.0,152.63,31,4,2,2,8,81,1,13,2,5,5,0,4,2,1,3880000.0
8365.0,133.9,23,4,2,2,2,28,2,17,1,5,5,0,4,2,1,1120000.0
13146.0,85.96,26,2,2,1,9,10,2,17,0,5,5,0,4,2,1,1130000.0
23431.0,69.14,17,2,2,1,8,44,1,17,3,5,5,0,4,2,1,1620000.0
20152.0,88.33,28,3,2,1,1,34,0,17,3,2,5,0,4,2,1,1780000.0
25651.0,52.63,7,2,1,1,6,76,0,17,2,5,4,0,4,0,1,1350000.0
26617.0,88.29,33,3,2,1,8,1,1,17,0,5,4,0,4,2,1,2350000.0
9346.0,42.8,11,1,1,1,6,50,1,15,3,4,2,0,4,2,1,400000.0
26541.0,101.73,24,3,2,2,8,31,0,17,0,4,5,0,4,2,0,2700000.0
15078.0,102.8,18,3,2,1,6,90,1,17,1,4,5,2,4,2,1,1550000.0
14106.0,113.43,9,4,1,2,2,28,2,17,1,2,1,0,4,2,1,1600000.0
11998.0,179.2,16,4,2,2,3,73,1,17,3,4,5,0,4,2,1,2150000.0
18547.0,118.62,6,5,2,2,8,31,2,17,2,5,5,0,4,0,0,2200000.0
18319.0,73.86,11,2,1,1,1,45,0,17,3,0,5,0,4,0,0,1353000.0
17956.0,81.31,11,3,1,1,6,90,1,17,2,5,5,2,4,2,1,1460000.0
23223.0,110.24,21,3,2,1,6,50,1,17,2,5,5,2,4,2,1,2560000.0
35453.0,118.47,7,3,1,1,9,40,2,17,0,5,5,0,4,0,0,4200000.0
7159.0,125.73,17,4,1,2,3,92,2,2,2,4,5,0,4,1,0,900000.0
24343.0,122.83,9,3,2,2,5,9,1,17,2,0,5,0,4,0,1,2990000.0
22825.0,67.91,18,2,1,1,6,90,2,17,3,5,1,0,4,2,1,1550000.0
33176.0,93.14,11,3,1,1,1,45,0,20,3,0,5,0,4,2,0,3090000.0
42000.0,73.81,6,2,1,1,8,8,0,20,3,5,5,0,4,0,1,3100000.0
16383.0,29.3,10,1,1,1,6,65,0,25,3,0,5,0,2,2,0,480000.0
21715.0,105.92,18,3,2,1,8,86,1,17,1,5,2,2,4,2,1,2300000.0
21559.0,40.82,10,1,1,1,8,82,1,17,2,0,5,0,4,2,1,880000.0
23740.0,74.98,7,3,1,1,6,76,0,17,0,5,5,0,4,0,1,1780000.0
26409.0,71.19,8,3,1,1,8,3,0,17,3,5,4,0,4,0,1,1880000.0
11082.0,97.46,11,3,2,1,9,10,1,17,2,4,5,0,4,1,0,1080000.0
20263.0,81.43,14,2,1,1,6,84,2,17,1,5,5,0,4,2,1,1650000.0
22465.0,47.63,8,2,1,1,6,56,2,20,3,5,5,0,4,0,0,1070000.0
29943.0,110.21,25,3,2,2,8,5,2,17,3,4,5,2,4,0,1,3300000.0
25651.0,52.63,7,2,1,1,6,76,0,17,2,5,4,0,4,0,1,1350000.0
27383.0,65.37,6,2,1,1,8,81,1,20,0,5,4,2,4,0,1,1790000.0
28534.0,68.69,11,2,1,1,6,90,1,20,0,5,5,2,4,2,0,1960000.0
22344.0,71.61,18,2,1,1,9,35,0,17,0,5,2,0,4,0,0,1600000.0
26692.0,58.82,11,1,1,1,5,64,0,17,3,5,5,0,4,2,1,1570000.0
13121.0,118.14,6,3,2,1,2,28,2,17,3,4,5,0,4,2,1,1550000.0
23434.0,110.1,18,3,2,2,8,31,0,24,0,5,5,0,4,2,0,2580000.0
16768.0,82.3,7,2,1,2,1,45,0,17,3,5,4,0,4,0,1,1380000.0
20039.0,139.73,10,3,2,2,8,44,0,17,0,4,5,0,4,0,0,2800000.0
24115.0,114.04,15,3,2,2,6,70,2,17,3,5,1,0,4,2,1,2750000.0
22568.0,39.88,13,1,1,1,1,26,1,17,3,0,5,0,4,2,0,900000.0
22420.0,107.05,5,3,2,1,1,45,0,20,3,5,5,0,4,0,1,2400000.0
43447.0,138.1,9,4,2,2,9,35,2,17,3,5,5,0,4,1,1,6000000.0
22736.0,136.35,18,4,2,2,9,87,1,17,0,5,5,0,4,1,1,3100000.0
16902.0,109.46,11,3,2,1,6,84,2,17,2,5,5,0,4,2,1,1850000.0
9220.0,82.43,6,2,2,1,2,28,1,17,0,2,0,0,4,1,1,760000.0
23274.0,133.2,10,4,2,2,6,84,1,17,3,5,5,0,4,1,1,3100000.0
17602.0,82.38,8,2,1,1,6,84,0,17,3,5,5,2,4,2,0,1450000.0
16489.0,109.17,28,3,1,2,1,34,1,20,1,2,0,0,4,1,1,1800000.0
9567.0,106.62,33,3,1,1,4,51,2,17,3,5,5,0,4,2,1,1020000.0
27784.0,49.67,22,2,1,1,8,68,0,17,3,4,5,0,4,2,1,1380000.0
27904.0,132.24,11,3,2,2,8,17,0,17,3,5,5,0,4,2,0,3690000.0
23889.0,117.63,24,4,2,2,6,90,1,17,3,5,5,0,4,1,1,2810000.0
11764.0,127.51,6,3,2,2,6,59,2,17,3,2,0,0,4,1,0,1500000.0
12879.0,116.32,6,3,2,2,8,6,2,17,2,4,2,2,4,0,1,1498000.0
30659.0,76.65,7,3,2,1,5,57,1,17,0,5,5,0,4,0,0,2350000.0
43081.0,111.42,18,3,2,2,5,30,2,14,0,4,5,0,4,2,1,4800000.0
16908.0,100.55,17,3,2,2,0,58,0,17,1,2,0,0,4,1,1,1700000.0
24866.0,87.67,18,2,1,1,8,47,2,17,3,5,5,2,4,2,1,2180000.0
18253.0,84.92,7,2,1,1,8,79,2,17,3,5,4,0,4,0,1,1550000.0
40598.0,139.91,18,4,2,2,8,17,1,17,3,5,5,0,4,2,1,5680000.0
12378.0,90.49,6,3,2,1,6,84,1,17,2,5,5,0,4,1,1,1120000.0
19538.0,91.62,5,3,2,1,6,84,0,17,3,5,5,0,4,0,1,1790000.0
20614.0,60.64,11,2,1,1,8,6,1,17,0,5,5,2,4,1,1,1250000.0
13546.0,88.59,34,3,2,1,0,15,1,20,0,2,0,0,4,1,1,1200000.0
34326.0,127.02,7,4,2,2,8,61,0,17,0,4,5,0,4,2,0,4360000.0
36589.0,138.02,27,4,2,2,8,47,2,17,3,4,5,0,4,1,1,5050000.0
16695.0,71.28,18,3,2,2,1,34,0,25,3,4,5,0,4,2,0,1190000.0
26596.0,76.33,34,2,2,1,1,45,1,17,3,5,5,0,4,2,1,2030000.0
26886.0,118.65,15,3,2,2,6,84,2,17,3,5,5,0,4,2,1,3190000.0
