单价,建筑面积,总楼层数,室数,厅数,卫数,人均面积,楼层密度,厅室比,卫室比,总房间数,单价等级,面积等级,区域均价,区域中位价,区域价格标准差,区域房源数,相对价格指数,区_encoded,板块_encoded,楼层位置_encoded,房屋朝向_encoded,装修情况_encoded,建筑类型_encoded,建筑结构_encoded,交易权属_encoded,房屋用途_encoded,配备电梯_encoded,产权所属_encoded,总价
26275.0,57.85,11,2,1,1,19.283333333333335,4.820833333333334,0.3333333333333333,0.3333333333333333,4,2,0,2374983.935742972,2080000.0,1266402.7666910856,249,0.6400040594465897,5,63,1,17,3,4,5,0,4,2,0,1520000.0
18959.0,129.23,27,3,2,1,32.3075,4.6153571428571425,0.5,0.25,6,1,3,2711766.8711656444,2500000.0,1329556.3519404833,978,0.9034696612681954,8,68,0,17,2,4,5,0,4,2,1,2450000.0
27569.0,103.38,23,3,2,2,25.845,4.3075,0.5,0.5,7,3,2,2711766.8711656444,2500000.0,1329556.3519404833,978,1.0509749120874925,8,78,2,17,3,4,5,0,4,2,1,2850000.0
6048.0,118.23,33,3,2,1,29.5575,3.4773529411764708,0.5,0.25,6,0,2,853969.1358024691,830000.0,286526.62766007404,162,0.8372658129644311,4,50,1,17,2,4,5,0,4,2,0,715000.0
19759.0,93.63,18,3,1,1,23.4075,4.927894736842105,0.25,0.25,5,2,2,2048187.9432624113,1840000.0,968698.6620355729,564,0.9032369821571585,6,89,1,17,3,0,5,2,4,2,0,1850000.0
11742.0,117.53,26,3,1,2,29.3825,4.352962962962963,0.25,0.5,6,1,2,2173067.729083665,1990000.0,977382.160362272,251,0.6350466423498328,9,9,2,17,3,4,5,0,4,2,1,1380000.0
28837.0,105.77,18,3,2,2,26.4425,5.566842105263158,0.5,0.5,7,3,2,2711766.8711656444,2500000.0,1329556.3519404833,978,1.1247275374971413,8,78,1,20,3,3,5,0,4,2,0,3050000.0
30892.0,138.55,11,4,1,2,27.71,11.545833333333334,0.2,0.4,7,3,3,2374983.935742972,2080000.0,1266402.7666910856,249,1.802116693704871,5,56,1,17,3,4,5,0,4,2,1,4280000.0
17153.0,137.01,9,3,2,2,34.2525,13.700999999999999,0.5,0.5,7,1,3,2711766.8711656444,2500000.0,1329556.3519404833,978,0.8665933485633711,8,5,2,20,1,4,4,0,4,2,1,2350000.0
11127.0,124.03,9,4,2,2,24.806,12.403,0.4,0.4,8,0,2,1278558.8235294118,1290000.0,384450.8928659952,68,1.0793394056373262,2,27,1,17,3,4,5,0,4,1,1,1380000.0
33665.0,118.82,18,3,2,2,29.705,6.253684210526315,0.5,0.5,7,3,2,2711766.8711656444,2500000.0,1329556.3519404833,978,1.475052508192972,8,88,0,3,3,4,5,0,4,2,1,4000000.0
32409.0,139.78,32,4,2,2,27.956,4.235757575757575,0.4,0.4,8,3,3,2711766.8711656444,2500000.0,1329556.3519404833,978,1.6704969655285409,8,0,2,17,3,4,5,0,4,2,1,4530000.0
11170.0,98.48,26,3,2,2,24.62,3.6474074074074077,0.5,0.5,7,0,2,1278558.8235294118,1290000.0,384450.8928659952,68,0.8603430044935209,2,27,2,17,1,3,1,0,4,2,1,1100000.0
19838.0,128.85,18,3,1,2,32.2125,6.781578947368421,0.25,0.5,6,2,3,2711766.8711656444,2500000.0,1329556.3519404833,978,0.9425585527353091,8,60,2,17,0,4,5,0,4,2,0,2556000.0
13092.0,49.65,15,2,2,1,16.55,3.103125,0.6666666666666666,0.3333333333333333,5,1,0,2711766.8711656444,2500000.0,1329556.3519404833,978,0.23969603258135797,8,16,0,25,3,0,5,0,4,2,1,650000.0
15090.0,92.78,18,3,2,1,23.195,4.883157894736843,0.5,0.25,6,1,1,1278558.8235294118,1290000.0,384450.8928659952,68,1.0949820057190265,2,45,0,17,0,4,5,0,4,1,1,1400000.0
8388.0,131.15,8,4,2,2,26.23,14.572222222222223,0.4,0.4,8,0,3,853969.1358024691,830000.0,286526.62766007404,162,1.2881012507145095,4,50,1,17,1,2,1,0,4,1,1,1100000.0
11841.0,114.02,11,3,2,1,28.505,9.501666666666667,0.5,0.25,6,1,2,1875364.5484949832,1800000.0,855438.6591359673,299,0.7198596567391359,1,44,0,17,3,3,5,0,4,2,1,1350000.0
15591.0,127.0,6,3,2,2,31.75,18.142857142857142,0.5,0.5,7,1,2,2173067.729083665,1990000.0,977382.160362272,251,0.9111538781541079,9,34,0,17,3,4,1,0,4,0,0,1980000.0
19250.0,70.13,4,2,2,1,23.376666666666665,14.026,0.6666666666666666,0.3333333333333333,5,1,1,2048187.9432624113,1840000.0,968698.6620355729,564,0.65911887887144,6,64,2,17,3,2,2,0,4,1,0,1350000.0
8602.0,127.89,10,3,2,2,31.9725,11.626363636363637,0.5,0.5,7,0,3,853969.1358024691,830000.0,286526.62766007404,162,1.2881012507145095,4,50,0,17,1,4,5,0,4,2,1,1100000.0
24616.0,104.0,6,3,2,2,26.0,14.857142857142858,0.5,0.5,7,2,2,2711766.8711656444,2500000.0,1329556.3519404833,978,0.9440336052435021,8,5,2,20,3,2,0,0,4,1,1,2560000.0
25420.0,78.68,11,2,1,1,26.22666666666667,6.5566666666666675,0.3333333333333333,0.3333333333333333,4,2,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.737526254096486,8,85,0,17,3,3,5,0,4,2,1,2000000.0
33176.0,93.14,11,3,1,1,23.285,7.761666666666667,0.25,0.25,5,3,2,1875364.5484949832,1800000.0,855438.6591359673,299,1.6476787698695778,1,44,0,20,3,0,5,0,4,2,0,3090000.0
24158.0,126.67,7,4,2,2,25.334,15.83375,0.4,0.4,8,2,2,2374983.935742972,2080000.0,1266402.7666910856,249,1.2884292249385292,5,59,0,17,1,4,5,0,4,2,1,3060000.0
14286.0,105.0,14,3,2,2,26.25,7.0,0.5,0.5,7,1,2,2374983.935742972,2080000.0,1266402.7666910856,249,0.6315829534012398,5,36,2,17,1,3,5,0,4,1,0,1500000.0
6786.0,95.79,33,2,2,1,31.930000000000003,2.8173529411764706,0.6666666666666666,0.3333333333333333,5,0,2,853969.1358024691,830000.0,286526.62766007404,162,0.7611507390585738,4,50,0,20,1,4,5,0,4,2,0,650000.0
21046.0,102.16,25,3,2,2,25.54,3.9292307692307693,0.5,0.5,7,2,2,2374983.935742972,2080000.0,1266402.7666910856,249,0.9052688998751104,5,59,0,17,3,3,5,0,4,2,1,2150000.0
21819.0,109.08,17,3,2,2,27.27,6.06,0.5,0.5,7,2,2,2711766.8711656444,2500000.0,1329556.3519404833,978,0.8776562423748183,8,78,1,17,3,0,5,0,4,2,1,2380000.0
26459.0,105.45,30,3,2,2,26.3625,3.4016129032258067,0.5,0.5,7,2,2,2711766.8711656444,2500000.0,1329556.3519404833,978,1.028849124464598,8,78,2,17,3,0,5,0,4,2,0,2790000.0
8825.0,88.96,27,3,2,1,22.24,3.177142857142857,0.5,0.25,6,0,1,853969.1358024691,830000.0,286526.62766007404,162,0.9192358925553545,4,50,2,17,3,4,5,0,4,2,1,785000.0
22547.0,84.27,6,3,1,1,21.0675,12.038571428571428,0.25,0.25,5,2,1,2173067.729083665,1990000.0,977382.160362272,251,0.8743395800468712,9,39,2,17,3,3,5,0,4,0,1,1900000.0
21490.0,87.95,34,3,2,1,21.9875,2.512857142857143,0.5,0.25,6,2,1,2048187.9432624113,1840000.0,968698.6620355729,564,0.922766430420016,6,89,1,17,3,0,1,0,4,2,0,1890000.0
9358.0,101.52,25,3,2,1,25.38,3.9046153846153846,0.5,0.25,6,0,2,853969.1358024691,830000.0,286526.62766007404,162,1.112451080162531,4,50,0,17,1,4,5,0,4,2,1,950000.0
15525.0,88.89,32,3,2,1,22.2225,2.693636363636364,0.5,0.25,6,1,1,1278558.8235294118,1290000.0,384450.8928659952,68,1.0793394056373262,2,27,2,17,1,2,0,0,4,1,1,1380000.0
25128.0,111.43,26,3,1,2,27.8575,4.127037037037037,0.25,0.5,6,2,2,2048187.9432624113,1840000.0,968698.6620355729,564,1.3670613784000238,6,89,0,17,3,3,1,0,4,2,1,2800000.0
23833.0,125.88,30,3,2,2,31.47,4.0606451612903225,0.5,0.5,7,2,2,2711766.8711656444,2500000.0,1329556.3519404833,978,1.106289381144729,8,0,0,19,2,4,5,0,4,2,1,3000000.0
20387.0,103.99,23,3,2,2,25.9975,4.332916666666667,0.5,0.5,7,2,2,1875364.5484949832,1800000.0,855438.6591359673,299,1.1304462757681246,1,33,2,20,3,4,5,0,4,1,1,2120000.0
10341.0,88.0,26,3,2,1,22.0,3.259259259259259,0.5,0.25,6,0,1,1278558.8235294118,1290000.0,384450.8928659952,68,0.7117383037173672,2,27,0,17,1,3,1,0,4,2,1,910000.0
17318.0,112.6,14,3,2,1,28.15,7.506666666666666,0.5,0.25,6,1,2,2374983.935742972,2080000.0,1266402.7666910856,249,0.8210578394216118,5,59,0,17,1,4,5,0,4,2,1,1950000.0
25749.0,102.92,25,3,2,2,25.73,3.9584615384615387,0.5,0.5,7,2,2,2711766.8711656444,2500000.0,1329556.3519404833,978,0.9772222866778439,8,30,2,17,3,3,5,0,4,2,0,2650000.0
29047.0,87.79,33,3,2,1,21.9475,2.5820588235294117,0.5,0.25,6,3,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.9403459739730197,8,60,2,17,3,4,5,0,4,2,1,2550000.0
6667.0,136.5,26,3,2,1,34.125,5.055555555555555,0.5,0.25,6,0,3,853969.1358024691,830000.0,286526.62766007404,162,1.0656110346820034,4,50,0,17,3,4,5,0,4,2,1,910000.0
29047.0,87.79,33,3,2,1,21.9475,2.5820588235294117,0.5,0.25,6,3,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.9403459739730197,8,60,2,17,3,4,5,0,4,2,1,2550000.0
6667.0,136.5,26,3,2,1,34.125,5.055555555555555,0.5,0.25,6,0,3,853969.1358024691,830000.0,286526.62766007404,162,1.0656110346820034,4,50,0,17,3,4,5,0,4,2,1,910000.0
27063.0,135.98,18,3,2,1,33.995,7.1568421052631574,0.5,0.25,6,2,3,2048187.9432624113,1840000.0,968698.6620355729,564,1.7967092401828884,6,49,0,17,2,4,5,0,4,0,1,3680000.0
14726.0,127.67,6,3,2,2,31.9175,18.23857142857143,0.5,0.5,7,1,3,2711766.8711656444,2500000.0,1329556.3519404833,978,0.6932746788506968,8,5,1,20,1,3,5,2,4,0,1,1880000.0
22170.0,110.51,7,3,2,2,27.6275,13.81375,0.5,0.5,7,2,2,2048187.9432624113,1840000.0,968698.6620355729,564,1.1961787061000209,6,49,1,17,0,4,4,0,4,1,0,2450000.0
34605.0,88.14,11,3,2,1,22.035,7.345,0.5,0.25,6,3,1,2711766.8711656444,2500000.0,1329556.3519404833,978,1.1247275374971413,8,4,2,17,2,4,5,0,4,2,1,3050000.0
18353.0,130.77,27,4,2,2,26.154000000000003,4.670357142857143,0.4,0.4,8,1,3,1875364.5484949832,1800000.0,855438.6591359673,299,1.279750500869575,1,33,0,17,3,3,1,0,4,1,1,2400000.0
23991.0,80.45,7,3,2,1,20.1125,10.05625,0.5,0.25,6,2,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.711712835203109,8,43,1,17,3,4,5,2,4,0,1,1930000.0
21746.0,68.06,6,2,1,1,22.686666666666667,9.722857142857142,0.3333333333333333,0.3333333333333333,4,2,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.5457694280313996,8,60,1,17,3,4,5,0,4,0,1,1480000.0
19694.0,134.56,18,3,2,2,33.64,7.082105263157895,0.5,0.5,7,2,3,2173067.729083665,1990000.0,977382.160362272,251,1.219473624802215,9,86,1,20,3,4,5,0,4,2,0,2650000.0
18908.0,88.85,16,3,2,1,22.2125,5.226470588235294,0.5,0.25,6,1,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.6195220534410483,8,88,1,17,3,3,5,0,4,2,1,1680000.0
18570.0,69.47,11,2,2,1,23.156666666666666,5.789166666666667,0.6666666666666666,0.3333333333333333,5,1,1,2173067.729083665,1990000.0,977382.160362272,251,0.5936305569791915,9,74,2,17,3,0,5,0,4,0,0,1290000.0
22496.0,96.02,18,3,2,1,24.005,5.053684210526316,0.5,0.25,6,2,2,2374983.935742972,2080000.0,1266402.7666910856,249,0.9094794528977853,5,56,1,17,3,4,5,0,4,2,1,2160000.0
24673.0,115.92,26,4,2,2,23.184,4.293333333333333,0.4,0.4,8,2,2,1875364.5484949832,1800000.0,855438.6591359673,299,1.5250360135362435,1,44,2,17,1,2,5,0,4,1,1,2860000.0
12635.0,106.85,18,3,1,1,26.7125,5.623684210526315,0.25,0.25,5,1,2,1752745.7627118644,1620000.0,866516.1238370968,59,0.7702196510757029,0,12,1,17,2,4,5,0,4,2,1,1350000.0
16464.0,120.87,11,3,2,2,30.2175,10.0725,0.5,0.5,7,1,2,2048187.9432624113,1840000.0,968698.6620355729,564,0.9715900510771598,6,89,0,17,1,3,5,2,4,2,1,1990000.0
19573.0,104.74,22,3,2,1,26.185,4.553913043478261,0.5,0.25,6,2,2,1875364.5484949832,1800000.0,855438.6591359673,299,1.093120219492762,1,33,1,17,3,3,5,0,4,2,1,2050000.0
12391.0,101.69,14,3,2,1,25.4225,6.779333333333333,0.5,0.25,6,1,2,1278558.8235294118,1290000.0,384450.8928659952,68,0.9854838051471239,2,27,2,20,3,4,5,0,4,2,1,1260000.0
14712.0,139.35,17,3,2,2,34.8375,7.741666666666666,0.5,0.5,7,1,3,1587584.9056603773,1450000.0,685073.8431271552,53,1.2912687072182563,3,23,0,17,3,3,1,0,4,2,0,2050000.0
13554.0,126.9,17,3,2,1,31.725,7.050000000000001,0.5,0.25,6,1,2,2711766.8711656444,2500000.0,1329556.3519404833,978,0.634272578522978,8,88,1,20,3,4,5,0,4,2,1,1720000.0
28488.0,88.81,30,3,2,1,22.2025,2.8648387096774193,0.5,0.25,6,3,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.9329707114320548,8,78,1,20,3,3,5,0,4,1,1,2530000.0
22795.0,138.19,5,4,3,3,27.637999999999998,23.031666666666666,0.6,0.6,10,2,3,2374983.935742972,2080000.0,1266402.7666910856,249,1.3263242021426036,5,36,0,17,1,2,0,0,4,1,1,3150000.0
16135.0,61.98,22,2,1,1,20.66,2.694782608695652,0.3333333333333333,0.3333333333333333,4,1,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.368763127048243,8,16,0,17,3,0,5,0,4,2,1,1000000.0
16257.0,107.65,6,3,2,1,26.9125,15.37857142857143,0.5,0.25,6,1,2,2374983.935742972,2080000.0,1266402.7666910856,249,0.7368467789681131,5,36,2,17,3,3,5,0,4,1,0,1750000.0
20355.0,116.93,8,3,2,1,29.2325,12.992222222222223,0.5,0.25,6,2,2,1875364.5484949832,1800000.0,855438.6591359673,299,1.2690859133623285,1,33,0,20,1,4,5,0,4,1,1,2380000.0
8125.0,48.0,21,1,1,1,24.0,2.1818181818181817,0.5,0.5,3,0,0,2711766.8711656444,2500000.0,1329556.3519404833,978,0.14381761954881478,8,16,1,15,3,3,5,0,2,2,1,390000.0
20924.0,108.97,26,3,2,2,27.2425,4.035925925925926,0.5,0.5,7,2,2,2374983.935742972,2080000.0,1266402.7666910856,249,0.9600060891698845,5,59,0,17,3,3,5,0,4,1,1,2280000.0
22481.0,92.97,19,3,2,1,23.2425,4.6485,0.5,0.25,6,2,1,2173067.729083665,1990000.0,977382.160362272,251,0.9617735380515583,9,34,1,17,3,2,5,0,4,1,1,2090000.0
24063.0,99.74,11,3,1,1,24.935,8.311666666666666,0.25,0.25,5,2,2,2711766.8711656444,2500000.0,1329556.3519404833,978,0.8850315049157832,8,43,1,17,3,3,5,0,4,2,1,2400000.0
8489.0,130.53,7,4,2,1,26.106,16.31625,0.4,0.2,7,0,3,853969.1358024691,830000.0,286526.62766007404,162,1.297469259810615,4,50,1,17,1,2,0,0,4,1,1,1108000.0
14189.0,74.71,18,3,1,2,18.6775,3.9321052631578945,0.25,0.5,6,1,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.39088891467113757,8,88,1,17,3,4,5,0,4,2,0,1060000.0
8142.0,110.54,32,3,2,2,27.635,3.34969696969697,0.5,0.5,7,0,2,853969.1358024691,830000.0,286526.62766007404,162,1.0539010233118715,4,50,2,17,1,3,5,0,4,2,1,900000.0
12442.0,92.43,34,3,2,1,23.1075,2.640857142857143,0.5,0.25,6,1,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.42407759610547946,8,43,2,13,3,4,5,0,2,2,1,1150000.0
33156.0,122.15,29,3,2,2,30.5375,4.071666666666667,0.5,0.5,7,3,2,2711766.8711656444,2500000.0,1329556.3519404833,978,1.4934906645453843,8,81,2,24,3,4,5,0,4,2,0,4050000.0
23862.0,101.42,27,3,2,1,25.355,3.6221428571428573,0.5,0.25,6,2,2,2711766.8711656444,2500000.0,1329556.3519404833,978,0.8924067674567481,8,0,0,17,3,4,5,0,4,2,0,2420000.0
21740.0,86.48,22,3,2,1,21.62,3.7600000000000002,0.5,0.25,6,2,1,2048187.9432624113,1840000.0,968698.6620355729,564,0.9178840683543017,6,89,2,17,3,0,5,0,4,2,0,1880000.0
20103.0,89.75,6,3,2,1,22.4375,12.821428571428571,0.5,0.25,6,2,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.6656174443220786,8,88,1,17,3,3,5,0,4,0,1,1805000.0
8955.0,107.21,31,3,2,2,26.8025,3.3503125,0.5,0.5,7,0,2,853969.1358024691,830000.0,286526.62766007404,162,1.124161091532663,4,50,2,20,3,2,0,0,4,1,0,960000.0
22481.0,92.97,19,3,2,1,23.2425,4.6485,0.5,0.25,6,2,1,2173067.729083665,1990000.0,977382.160362272,251,0.9617735380515583,9,34,1,17,3,2,5,0,4,1,1,2090000.0
12184.0,105.06,20,3,2,2,26.265,5.002857142857143,0.5,0.5,7,1,2,1278558.8235294118,1290000.0,384450.8928659952,68,1.0011264052288242,2,27,0,17,3,1,5,0,4,1,1,1280000.0
28874.0,123.99,18,4,2,2,24.798,6.525789473684211,0.4,0.4,8,3,2,2711766.8711656444,2500000.0,1329556.3519404833,978,1.32017199483271,8,78,2,17,3,3,5,0,4,1,1,3580000.0
7673.0,110.78,28,3,1,2,27.695,3.82,0.25,0.5,6,0,2,853969.1358024691,830000.0,286526.62766007404,162,0.9953509664612119,4,50,1,17,3,2,0,0,4,2,1,850000.0
25929.0,117.63,24,4,2,2,23.526,4.7052,0.4,0.4,8,2,2,2048187.9432624113,1840000.0,968698.6620355729,564,1.489120430042883,6,89,0,17,3,4,5,0,4,2,1,3050000.0
20913.0,153.02,6,4,2,2,30.604000000000003,21.860000000000003,0.4,0.4,8,2,3,2711766.8711656444,2500000.0,1329556.3519404833,978,1.1800420065543777,8,7,2,17,3,3,2,0,4,0,0,3200000.0
25608.0,131.21,7,4,2,2,26.242,16.40125,0.4,0.4,8,2,3,2711766.8711656444,2500000.0,1329556.3519404833,978,1.2390441068820965,8,70,0,17,3,4,5,0,4,0,0,3360000.0
10962.0,104.0,10,3,2,2,26.0,9.454545454545455,0.5,0.5,7,0,2,1278558.8235294118,1290000.0,384450.8928659952,68,0.8916282046569216,2,27,1,17,1,4,1,0,4,2,1,1140000.0
30640.0,87.47,33,3,1,2,21.8675,2.5726470588235295,0.25,0.5,6,3,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.9882851804892913,8,16,0,29,3,0,5,0,4,2,1,2680000.0
12378.0,90.49,6,3,2,1,22.6225,12.927142857142856,0.5,0.25,6,1,1,2048187.9432624113,1840000.0,968698.6620355729,564,0.5468245513600095,6,83,1,17,2,4,5,0,4,1,1,1120000.0
8090.0,89.0,20,3,2,1,22.25,4.238095238095238,0.5,0.25,6,0,1,853969.1358024691,830000.0,286526.62766007404,162,0.8431208186494972,4,50,2,17,3,2,5,0,4,2,1,720000.0
22394.0,89.31,11,3,1,1,22.3275,7.4425,0.25,0.25,5,2,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.737526254096486,8,60,0,17,3,3,5,0,4,0,1,2000000.0
8101.0,85.18,16,3,2,1,21.295,5.010588235294118,0.5,0.25,6,0,1,853969.1358024691,830000.0,286526.62766007404,162,0.8079907845391014,4,50,2,17,3,4,5,0,4,2,1,690000.0
18291.0,120.28,27,4,2,2,24.056,4.295714285714285,0.4,0.4,8,1,2,1875364.5484949832,1800000.0,855438.6591359673,299,1.1731046257971105,1,33,2,17,3,2,0,0,4,1,0,2200000.0
13707.0,110.9,18,3,2,2,27.725,5.836842105263158,0.5,0.5,7,1,2,2374983.935742972,2080000.0,1266402.7666910856,249,0.6400040594465897,5,36,0,17,1,3,4,0,4,1,0,1520000.0
18035.0,119.77,15,3,2,2,29.9425,7.485625,0.5,0.5,7,1,2,2711766.8711656444,2500000.0,1329556.3519404833,978,0.7965283544242049,8,10,2,17,3,4,5,0,4,2,1,2160000.0
22513.0,87.95,34,3,2,1,21.9875,2.512857142857143,0.5,0.25,6,2,1,2048187.9432624113,1840000.0,968698.6620355729,564,0.9667076890114453,6,89,1,17,3,0,1,0,4,2,1,1980000.0
7431.0,127.85,32,3,2,2,31.9625,3.874242424242424,0.5,0.5,7,0,3,853969.1358024691,830000.0,286526.62766007404,162,1.112451080162531,4,50,1,17,1,3,1,0,4,2,1,950000.0
7391.0,108.24,33,3,2,2,27.06,3.183529411764706,0.5,0.5,7,0,2,853969.1358024691,830000.0,286526.62766007404,162,0.9368009096105524,4,50,1,17,2,4,5,0,4,2,0,800000.0
21402.0,128.96,18,4,2,2,25.792,6.787368421052632,0.4,0.4,8,2,3,1875364.5484949832,1800000.0,855438.6591359673,299,1.4717130760000112,1,33,0,17,3,4,5,0,4,1,0,2760000.0
25258.0,112.84,6,3,2,2,28.21,16.12,0.5,0.5,7,2,2,2711766.8711656444,2500000.0,1329556.3519404833,978,1.0509749120874925,8,70,0,17,3,4,5,0,4,0,1,2850000.0
8530.0,91.45,6,2,2,1,30.483333333333334,13.064285714285715,0.6666666666666666,0.3333333333333333,5,0,1,1875364.5484949832,1800000.0,855438.6591359673,299,0.4159189127826119,1,65,0,17,3,4,4,0,4,0,1,780000.0
29041.0,129.13,8,4,2,2,25.826,14.347777777777777,0.4,0.4,8,3,3,2048187.9432624113,1840000.0,968698.6620355729,564,1.830885774642889,6,89,0,17,3,3,0,0,4,2,1,3750000.0
14683.0,112.38,18,4,2,2,22.476,5.914736842105263,0.4,0.4,8,1,2,2711766.8711656444,2500000.0,1329556.3519404833,978,0.608459159629601,8,10,2,17,1,2,0,2,4,1,1,1650000.0
16490.0,106.13,10,3,2,1,26.5325,9.648181818181818,0.5,0.25,6,1,2,2048187.9432624113,1840000.0,968698.6620355729,564,0.8544133615000148,6,89,0,20,1,4,5,0,4,2,1,1750000.0
15376.0,115.77,11,3,2,2,28.9425,9.647499999999999,0.5,0.5,7,1,2,1875364.5484949832,1800000.0,855438.6591359673,299,0.9491482881449348,1,51,2,20,1,3,5,0,4,2,0,1780000.0
27047.0,110.55,27,3,2,2,27.6375,3.9482142857142857,0.5,0.5,7,2,2,2048187.9432624113,1840000.0,968698.6620355729,564,1.4598262576485967,6,89,1,17,1,3,5,0,4,2,1,2990000.0
19922.0,89.35,34,3,2,1,22.3375,2.5528571428571425,0.5,0.25,6,2,1,1875364.5484949832,1800000.0,855438.6591359673,299,0.9491482881449348,1,33,2,20,3,4,5,0,4,1,0,1780000.0
7861.0,101.77,33,3,2,1,25.4425,2.993235294117647,0.5,0.25,6,0,2,853969.1358024691,830000.0,286526.62766007404,162,0.9368009096105524,4,50,1,17,2,4,5,0,4,2,1,800000.0
25453.0,123.76,20,3,2,2,30.94,5.8933333333333335,0.5,0.5,7,2,2,2048187.9432624113,1840000.0,968698.6620355729,564,1.5379440507000268,6,89,2,17,3,4,1,0,4,2,1,3150000.0
16397.0,118.93,6,3,2,2,29.7325,16.990000000000002,0.5,0.5,7,1,2,1875364.5484949832,1800000.0,855438.6591359673,299,1.0397972819565298,1,25,0,17,1,4,5,0,4,0,1,1950000.0
13702.0,108.02,28,3,2,1,27.005,3.7248275862068962,0.5,0.25,6,1,2,1875364.5484949832,1800000.0,855438.6591359673,299,0.7891794755362379,1,33,0,17,3,3,5,0,4,2,1,1480000.0
20473.0,105.02,11,3,1,1,26.255,8.751666666666667,0.25,0.25,5,2,2,2048187.9432624113,1840000.0,968698.6620355729,564,1.0497078441285896,6,89,2,17,3,4,5,0,4,2,1,2150000.0
6927.0,88.07,27,3,1,1,22.0175,3.1453571428571427,0.25,0.25,5,0,1,853969.1358024691,830000.0,286526.62766007404,162,0.7143106935780462,4,50,1,17,3,4,5,0,4,2,1,610000.0
33717.0,53.09,21,2,2,1,17.69666666666667,2.4131818181818185,0.6666666666666666,0.3333333333333333,5,3,0,2711766.8711656444,2500000.0,1329556.3519404833,978,0.660085997416355,8,7,1,27,3,4,5,0,4,2,1,1790000.0
32447.0,90.92,18,3,2,1,22.73,4.785263157894737,0.5,0.25,6,3,1,2711766.8711656444,2500000.0,1329556.3519404833,978,1.0878512247923169,8,81,2,17,3,0,5,0,4,2,1,2950000.0
8624.0,97.18,11,3,2,2,24.295,8.098333333333334,0.5,0.5,7,0,2,1752745.7627118644,1620000.0,866516.1238370968,59,0.47810671674180666,0,12,2,17,2,2,0,0,4,1,1,838000.0
22022.0,117.61,6,3,2,1,29.4025,16.80142857142857,0.5,0.25,6,2,2,2711766.8711656444,2500000.0,1329556.3519404833,978,0.9550964990549494,8,2,1,17,2,4,4,0,4,0,1,2590000.0
9567.0,106.62,33,3,1,1,26.655,3.135882352941177,0.25,0.25,5,0,2,853969.1358024691,830000.0,286526.62766007404,162,1.1944211597534542,4,50,2,17,3,4,5,0,4,2,1,1020000.0
23018.0,104.27,27,3,1,2,26.0675,3.7239285714285715,0.25,0.5,6,2,2,2173067.729083665,1990000.0,977382.160362272,251,1.1044289432171004,9,34,0,17,3,4,5,0,4,1,1,2400000.0
10358.0,82.07,33,2,1,1,27.356666666666666,2.4138235294117645,0.3333333333333333,0.3333333333333333,4,0,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.3134486579910066,8,85,0,17,2,3,5,0,2,2,1,850000.0
25547.0,124.87,33,3,2,2,31.2175,3.6726470588235296,0.5,0.5,7,2,2,2711766.8711656444,2500000.0,1329556.3519404833,978,1.1763543752838952,8,0,1,17,3,4,5,0,4,2,1,3190000.0
40641.0,127.95,16,3,2,2,31.9875,7.526470588235294,0.5,0.5,7,4,3,2711766.8711656444,2500000.0,1329556.3519404833,978,1.9175682606508637,8,81,0,17,3,4,5,0,4,2,1,5200000.0
12673.0,89.17,6,2,2,1,29.723333333333333,12.73857142857143,0.6666666666666666,0.3333333333333333,5,1,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.4167023335645146,8,85,0,17,1,3,5,2,4,0,1,1130000.0
32607.0,118.38,25,3,2,2,29.595,4.553076923076923,0.5,0.5,7,3,2,2374983.935742972,2080000.0,1266402.7666910856,249,1.6252734667525237,5,63,2,17,1,4,5,0,4,2,1,3860000.0
25265.0,58.58,18,2,1,1,19.526666666666667,3.083157894736842,0.3333333333333333,0.3333333333333333,4,2,0,2711766.8711656444,2500000.0,1329556.3519404833,978,0.5457694280313996,8,85,0,17,3,4,5,2,4,2,1,1480000.0
18545.0,114.86,8,4,2,2,22.972,12.762222222222222,0.4,0.4,8,1,2,2374983.935742972,2080000.0,1266402.7666910856,249,0.8968477938297605,5,59,0,17,1,4,5,0,4,1,0,2130000.0
31233.0,121.67,25,3,2,2,30.4175,4.679615384615385,0.5,0.5,7,3,2,2711766.8711656444,2500000.0,1329556.3519404833,978,1.4012998827833234,8,60,0,20,3,3,5,0,4,2,0,3800000.0
8483.0,88.42,27,3,2,1,22.105,3.157857142857143,0.5,0.25,6,0,1,853969.1358024691,830000.0,286526.62766007404,162,0.8782508527598929,4,50,1,20,3,0,5,0,4,2,1,750000.0
